questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,Niall Horan,"Guys , Niall Horan is just as excited to see Harry Styles in # Dunkirk as you are :","Guys , Niall Horan is just as excited to see Harry Styles in # Dunkirk as you are : Which word(s) correspond to the person in the sentence? Answer: Niall Horan",person,O_107.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Twilight Concert,Save the date ! Twilight Concert Series,Save the date ! Twilight Concert Series Which word(s) correspond to the misceallonous entity in the sentence? Answer: Twilight Concert,misceallonous entity,16_05_20_630.jpg
 Which word(s) correspond to the person in the sentence? ,Kevin Durant,Kevin Durant is an NBA Champion and Finals MVP . RT to make a KD hater mad,Kevin Durant is an NBA Champion and Finals MVP . RT to make a KD hater mad Which word(s) correspond to the person in the sentence? Answer: Kevin Durant,person,O_3589.jpg
 Which word(s) correspond to the person in the sentence? ,Lady Gaga,# MTVStars Lady Gaga # MTVStars Lady Gaga Fox News Poll : HillaryClinton favorability rating .,# MTVStars Lady Gaga # MTVStars Lady Gaga Fox News Poll : HillaryClinton favorability rating . Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,person,O_2806.jpg
 Which word(s) correspond to the organization in the sentence? ,66 ersBaseball,. @ 66 ersBaseball lineup . Tim Arakawa enters with a 21 - game hit streak # Angels,. @ 66 ersBaseball lineup . Tim Arakawa enters with a 21 - game hit streak # Angels Which word(s) correspond to the organization in the sentence? Answer: 66 ersBaseball,organization,16_05_16_293.jpg
 Which word(s) correspond to the person in the sentence? ,Robert Jr Downey,I will always support Robert Downey Jr . in his quest to seduce all the Spider - Men,I will always support Robert Downey Jr . in his quest to seduce all the Spider - Men Which word(s) correspond to the person in the sentence? Answer: Robert Jr Downey,person,O_616.jpg
 Which word(s) correspond to the location in the sentence? ,Boston,Perfect Boston night for a concert . Good pickup on @ TickPick for the @ BHBPavilion !,Perfect Boston night for a concert . Good pickup on @ TickPick for the @ BHBPavilion ! Which word(s) correspond to the location in the sentence? Answer: Boston,location,17_06_13949.jpg
 Which word(s) correspond to the person in the sentence? ,Michael Jordan,Michael Jordan has a message for Russell Westbrook ( via @ Jumpman23 ),Michael Jordan has a message for Russell Westbrook ( via @ Jumpman23 ) Which word(s) correspond to the person in the sentence? Answer: Michael Jordan,person,O_364.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Beckenham Festival Beer,4 th Beckenham Beer Festival Countdown,4 th Beckenham Beer Festival Countdown Which word(s) correspond to the misceallonous entity in the sentence? Answer: Beckenham Festival Beer,misceallonous entity,17_06_3054.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,"More photos of Justin Bieber at a birthday party / engagement party in Toronto , Canada . ( April 30 )","More photos of Justin Bieber at a birthday party / engagement party in Toronto , Canada . ( April 30 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber",person,O_2239.jpg
 Which word(s) correspond to the person in the sentence? ,Chanbaek,idk but Chanbaek makes me happy I love them so much,idk but Chanbaek makes me happy I love them so much Which word(s) correspond to the person in the sentence? Answer: Chanbaek,person,16_05_14_455.jpg
 Which word(s) correspond to the location in the sentence? ,CanalsideBflo,Had a great time @ CanalsideBflo ! ! Concert was amazing !,Had a great time @ CanalsideBflo ! ! Concert was amazing ! Which word(s) correspond to the location in the sentence? Answer: CanalsideBflo,location,17_06_1096.jpg
 Which word(s) correspond to the person in the sentence? ,Ricky Gervais,Well played Ricky Gervais . Please get your friends and family out to vote Labour today .,Well played Ricky Gervais . Please get your friends and family out to vote Labour today . Which word(s) correspond to the person in the sentence? Answer: Ricky Gervais,person,O_4108.jpg
 Which word(s) correspond to the organization in the sentence? ,Disney,Disney Pin Donald Duck at Animal Kingdom July 4 2000 LE Tree of Life OC # 2054,Disney Pin Donald Duck at Animal Kingdom July 4 2000 LE Tree of Life OC # 2054 Which word(s) correspond to the organization in the sentence? Answer: Disney,organization,O_992.jpg
 Which word(s) correspond to the organization in the sentence? ,WWE,WWE : . FinnBalor takes some time to recall incredible details of his recent trips Singapore and Tokyo !,WWE : . FinnBalor takes some time to recall incredible details of his recent trips Singapore and Tokyo ! Which word(s) correspond to the organization in the sentence? Answer: WWE,organization,17_06_2765.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,Justin Bieber sing a Taylor Swift song in the car . . .,Justin Bieber sing a Taylor Swift song in the car . . . Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_4369.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,LOUIS VUITTON,AUTH LOUIS VUITTON CABAS PIANO SHOULDER TOTE BAG PURSE MONOGRAM M51148 ts10630 - Bid Now ! …,AUTH LOUIS VUITTON CABAS PIANO SHOULDER TOTE BAG PURSE MONOGRAM M51148 ts10630 - Bid Now ! … Which word(s) correspond to the misceallonous entity in the sentence? Answer: LOUIS VUITTON,misceallonous entity,O_3723.jpg
 Which word(s) correspond to the person in the sentence? ,Myers,Myers : Jets ’ Decker shows loyalty to Fitz rarely seen in NFL,Myers : Jets ’ Decker shows loyalty to Fitz rarely seen in NFL Which word(s) correspond to the person in the sentence? Answer: Myers,person,16_05_26_75.jpg
 Which word(s) correspond to the person in the sentence? ,David West,When you see David West practically kiss another man on the basketball court . # nbafinals17,When you see David West practically kiss another man on the basketball court . # nbafinals17 Which word(s) correspond to the person in the sentence? Answer: David West,person,17_06_4722.jpg
 Which word(s) correspond to the organization in the sentence? ,West Association Coal Virginia,"# Trump2016 West Virginia Coal Association Endorses Donald Trump over Hillary , …","# Trump2016 West Virginia Coal Association Endorses Donald Trump over Hillary , … Which word(s) correspond to the organization in the sentence? Answer: West Association Coal Virginia",organization,O_2052.jpg
 Which word(s) correspond to the location in the sentence? ,St Paul .,Developers to start preparing St . Paul soccer stadium site for construction,Developers to start preparing St . Paul soccer stadium site for construction Which word(s) correspond to the location in the sentence? Answer: St Paul .,location,17_06_10639.jpg
 Which word(s) correspond to the person in the sentence? ,Joe Biden,Young Joe Biden could leave me on read at 4 : 30 and text at 8 : 47 and I would reply at 8 : 46,Young Joe Biden could leave me on read at 4 : 30 and text at 8 : 47 and I would reply at 8 : 46 Which word(s) correspond to the person in the sentence? Answer: Joe Biden,person,O_3493.jpg
 Which word(s) correspond to the organization in the sentence? ,Man Utd,Watch Man Utd Football Highlights -,Watch Man Utd Football Highlights - Which word(s) correspond to the organization in the sentence? Answer: Man Utd,organization,17_06_5149.jpg
 Which word(s) correspond to the person in the sentence? ,Sheldon Adelson,"Sheldon Adelson , One of the GOP ’ s biggest mega - donors is supporting Donald Trump 100 %","Sheldon Adelson , One of the GOP ’ s biggest mega - donors is supporting Donald Trump 100 % Which word(s) correspond to the person in the sentence? Answer: Sheldon Adelson",person,O_2306.jpg
 Which word(s) correspond to the person in the sentence? ,Zac Efron,can we all just take a moment to appreciate Zac Efron please,can we all just take a moment to appreciate Zac Efron please Which word(s) correspond to the person in the sentence? Answer: Zac Efron,person,O_4428.jpg
 Which word(s) correspond to the organization in the sentence? ,penguins,@ penguins @ NHL good luck in the next round,@ penguins @ NHL good luck in the next round Which word(s) correspond to the organization in the sentence? Answer: penguins,organization,16_05_11_416.jpg
 Which word(s) correspond to the person in the sentence? ,Maddon,Maddon says Cubs making informal trip to White House # Astros # MLB,Maddon says Cubs making informal trip to White House # Astros # MLB Which word(s) correspond to the person in the sentence? Answer: Maddon,person,17_06_10932.jpg
 Which word(s) correspond to the person in the sentence? ,Jimmy Kimmel,BonnyCombs25 : Watch Jimmy Kimmel Grill Kelly Ripa on First Michael Strahan - Less Live -,BonnyCombs25 : Watch Jimmy Kimmel Grill Kelly Ripa on First Michael Strahan - Less Live - Which word(s) correspond to the person in the sentence? Answer: Jimmy Kimmel,person,O_4605.jpg
 Which word(s) correspond to the person in the sentence? ,Christian Pulisic,18 - year - old Christian Pulisic continues to prove he ' s the future of American soccer,18 - year - old Christian Pulisic continues to prove he ' s the future of American soccer Which word(s) correspond to the person in the sentence? Answer: Christian Pulisic,person,17_06_8116.jpg
 Which word(s) correspond to the organization in the sentence? ,Premier League,When you miss the Premier League finale because you have to take part in military service,When you miss the Premier League finale because you have to take part in military service Which word(s) correspond to the organization in the sentence? Answer: Premier League,organization,16_05_13_344.jpg
 Which word(s) correspond to the person in the sentence? ,Oilers,Oilers have 13.5 % chance of getting first pick in 2016 NHL draft . . .,Oilers have 13.5 % chance of getting first pick in 2016 NHL draft . . . Which word(s) correspond to the person in the sentence? Answer: Oilers,person,16_05_01_474.jpg
 Which word(s) correspond to the person in the sentence? ,Blake Lively,Are Blake Lively And Ryan Reynolds Expecting Baby No . 2 ? # BlakeLively,Are Blake Lively And Ryan Reynolds Expecting Baby No . 2 ? # BlakeLively Which word(s) correspond to the person in the sentence? Answer: Blake Lively,person,O_1911.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,"# NBA Dwyane Wade Will Dominate Raptors , Melo Will Win Championship","# NBA Dwyane Wade Will Dominate Raptors , Melo Will Win Championship Which word(s) correspond to the organization in the sentence? Answer: NBA",organization,16_05_13_940.jpg
 Which word(s) correspond to the organization in the sentence? ,NFL,Helps on the way @ NFL,Helps on the way @ NFL Which word(s) correspond to the organization in the sentence? Answer: NFL,organization,17_06_11993.jpg
 Which word(s) correspond to the organization in the sentence? ,Ebay,"New on Ebay UK ! David Bowie Rare 12 "" Vinyl Introspective","New on Ebay UK ! David Bowie Rare 12 "" Vinyl Introspective Which word(s) correspond to the organization in the sentence? Answer: Ebay",organization,O_1982.jpg
 Which word(s) correspond to the person in the sentence? ,Westbrook,"Westbrook like "" damn why won ' t this nigga just apologize to Lil B ! ? ""","Westbrook like "" damn why won ' t this nigga just apologize to Lil B ! ? "" Which word(s) correspond to the person in the sentence? Answer: Westbrook",person,O_84.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Harry 2 Part : Hallows Deathly the and Potter,Harry Potter and the Deathly Hallows : Part 2 ( 2011 ) dir . David Yates,Harry Potter and the Deathly Hallows : Part 2 ( 2011 ) dir . David Yates Which word(s) correspond to the misceallonous entity in the sentence? Answer: Harry 2 Part : Hallows Deathly the and Potter,misceallonous entity,O_2748.jpg
 Which word(s) correspond to the person in the sentence? ,JoshNaylor,Our tired mostly female football team . We will beat you next time photo bomber @ JoshNaylor # rebootdevelop # Outfit7,Our tired mostly female football team . We will beat you next time photo bomber @ JoshNaylor # rebootdevelop # Outfit7 Which word(s) correspond to the person in the sentence? Answer: JoshNaylor,person,16_05_01_749.jpg
 Which word(s) correspond to the organization in the sentence? ,Serie A,‘ I would like to coach in Serie A ’ – Pellegrini Follow @ FaithFans1,‘ I would like to coach in Serie A ’ – Pellegrini Follow @ FaithFans1 Which word(s) correspond to the organization in the sentence? Answer: Serie A,organization,16_05_02_794.jpg
 Which word(s) correspond to the person in the sentence? ,Albert Pujols,Baseball world reacts to Albert Pujols ' 600 th career home run,Baseball world reacts to Albert Pujols ' 600 th career home run Which word(s) correspond to the person in the sentence? Answer: Albert Pujols,person,17_06_2273.jpg
 Which word(s) correspond to the person in the sentence? ,harrykane,Congratulations to # harrykane on becoming the # premierleague top goalscorer ! 🙌 🏾 🙌 🏾 # kane # t …,Congratulations to # harrykane on becoming the # premierleague top goalscorer ! 🙌 🏾 🙌 🏾 # kane # t … Which word(s) correspond to the person in the sentence? Answer: harrykane,person,16_05_16_380.jpg
 Which word(s) correspond to the location in the sentence? ,yankeebean,"Hey @ yankeebean , we ' re outside Lady Bird Johnson ' s office . # womenlead # firstladies","Hey @ yankeebean , we ' re outside Lady Bird Johnson ' s office . # womenlead # firstladies Which word(s) correspond to the location in the sentence? Answer: yankeebean",location,O_1164.jpg
 Which word(s) correspond to the organization in the sentence? ,UCWV_Baseball,"Even when I am home , I have to do tarp pulls . Practice makes perfect . @ UCWV_Baseball","Even when I am home , I have to do tarp pulls . Practice makes perfect . @ UCWV_Baseball Which word(s) correspond to the organization in the sentence? Answer: UCWV_Baseball",organization,16_05_22_287.jpg
 Which word(s) correspond to the person in the sentence? ,chancetherapper,NEW @ chancetherapper ' No Problem ' ft . Lil Wayne and 2 Chainz on Beats 1 radio in 1 minute,NEW @ chancetherapper ' No Problem ' ft . Lil Wayne and 2 Chainz on Beats 1 radio in 1 minute Which word(s) correspond to the person in the sentence? Answer: chancetherapper,person,O_2729.jpg
 Which word(s) correspond to the organization in the sentence? ,Mlb,Mlb & gt ; Rays set sights on series victory against Yankees & gt ; The Tam . .,Mlb & gt ; Rays set sights on series victory against Yankees & gt ; The Tam . . Which word(s) correspond to the organization in the sentence? Answer: Mlb,organization,16_05_28_429.jpg
 Which word(s) correspond to the person in the sentence? ,Draymond Green,Draymond Green predictably stole the show at the Warriors championship parade,Draymond Green predictably stole the show at the Warriors championship parade Which word(s) correspond to the person in the sentence? Answer: Draymond Green,person,17_06_3542.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,NBA Championship Odds 2018 : Updated After Chris Paul Trade,NBA Championship Odds 2018 : Updated After Chris Paul Trade Which word(s) correspond to the organization in the sentence? Answer: NBA,organization,17_06_8501.jpg
 Which word(s) correspond to the organization in the sentence? ,Leicester City,Leicester City striker Jamie Vardy was named @ premierleague Player of the Season & gt ; & gt ;,Leicester City striker Jamie Vardy was named @ premierleague Player of the Season & gt ; & gt ; Which word(s) correspond to the organization in the sentence? Answer: Leicester City,organization,16_05_13_749.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,"If Donald Trump wants to beat Hillary Clinton , he needs to win these 5 states","If Donald Trump wants to beat Hillary Clinton , he needs to win these 5 states Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_4315.jpg
 Which word(s) correspond to the person in the sentence? ,Wayne Rooney,"BREAKING : Wayne Rooney has had his iCloud account hacked , naked pictures released . .","BREAKING : Wayne Rooney has had his iCloud account hacked , naked pictures released . . Which word(s) correspond to the person in the sentence? Answer: Wayne Rooney",person,O_2078.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Puerto Parade Day Rican,"Puerto Rican Day Parade , statehood vote spark controversy","Puerto Rican Day Parade , statehood vote spark controversy Which word(s) correspond to the misceallonous entity in the sentence? Answer: Puerto Parade Day Rican",misceallonous entity,17_06_4938.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Star Wars,Star Wars ' Actor Uses His Celebrity Influence to Touch the Life of a Vet,Star Wars ' Actor Uses His Celebrity Influence to Touch the Life of a Vet Which word(s) correspond to the misceallonous entity in the sentence? Answer: Star Wars,misceallonous entity,17_06_8910.jpg
 Which word(s) correspond to the person in the sentence? ,JR SMITH,"JR SMITH from way , way back ! 👌 # NBAFinals","JR SMITH from way , way back ! 👌 # NBAFinals Which word(s) correspond to the person in the sentence? Answer: JR SMITH",person,17_06_8302.jpg
 Which word(s) correspond to the person in the sentence? ,Sabrina,Sabrina performing at @ RaysBaseball ' s Postgame Concert at Tropicana Field !,Sabrina performing at @ RaysBaseball ' s Postgame Concert at Tropicana Field ! Which word(s) correspond to the person in the sentence? Answer: Sabrina,person,17_06_10995.jpg
 Which word(s) correspond to the organization in the sentence? ,Vikings,I was pretty mad when the @ Vikings didn ' t draft Johnny Football . @ teddyb_h2o I appreciate you a lot more now 😂 😂,I was pretty mad when the @ Vikings didn ' t draft Johnny Football . @ teddyb_h2o I appreciate you a lot more now 😂 😂 Which word(s) correspond to the organization in the sentence? Answer: Vikings,organization,16_05_08_797.jpg
 Which word(s) correspond to the person in the sentence? ,Jessica Chastain,Jessica Chastain ’ s Shimmery Oil Slick Swan Dress Is . . .,Jessica Chastain ’ s Shimmery Oil Slick Swan Dress Is . . . Which word(s) correspond to the person in the sentence? Answer: Jessica Chastain,person,O_4890.jpg
 Which word(s) correspond to the person in the sentence? ,Pink,It ' s so sad to see Pink and Justin Timberlake addicted to Spice :(,It ' s so sad to see Pink and Justin Timberlake addicted to Spice :( Which word(s) correspond to the person in the sentence? Answer: Pink,person,O_2476.jpg
 Which word(s) correspond to the location in the sentence? ,RomanBathsBath,This rainy Monday we ' re reminiscing about a rainy day in # Bath when we took a tour of the famous @ RomanBathsBath,This rainy Monday we ' re reminiscing about a rainy day in # Bath when we took a tour of the famous @ RomanBathsBath Which word(s) correspond to the location in the sentence? Answer: RomanBathsBath,location,16_05_02_767.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,QueensPride,Scenes from this afternoon ' s 25 th annual # QueensPride Parade in # JacksonHeights .,Scenes from this afternoon ' s 25 th annual # QueensPride Parade in # JacksonHeights . Which word(s) correspond to the misceallonous entity in the sentence? Answer: QueensPride,misceallonous entity,17_06_2266.jpg
 Which word(s) correspond to the organization in the sentence? ,LOUIS VUITTON,Auth LOUIS VUITTON Damier AR1038 NEVERFULL MM Tote Shoulder Bag N51105 wo1196,Auth LOUIS VUITTON Damier AR1038 NEVERFULL MM Tote Shoulder Bag N51105 wo1196 Which word(s) correspond to the organization in the sentence? Answer: LOUIS VUITTON,organization,O_3255.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,Donald Trump Conspiracy Theories : Eleven Fringe Theories Believed By The Man Who Would . . .,Donald Trump Conspiracy Theories : Eleven Fringe Theories Believed By The Man Who Would . . . Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_4638.jpg
 Which word(s) correspond to the organization in the sentence? ,Napoli,# Napoli striker # Gonzalo # Higuain ready to snub # SerieA for a move to # BPL to work under # JurgenKlopp at # Liverpool,# Napoli striker # Gonzalo # Higuain ready to snub # SerieA for a move to # BPL to work under # JurgenKlopp at # Liverpool Which word(s) correspond to the organization in the sentence? Answer: Napoli,organization,16_05_30_395.jpg
 Which word(s) correspond to the person in the sentence? ,David Bowie,"David Bowie in Merry Christmas Mr . Lawrence directed by Nagisha Oshima , 1983","David Bowie in Merry Christmas Mr . Lawrence directed by Nagisha Oshima , 1983 Which word(s) correspond to the person in the sentence? Answer: David Bowie",person,O_54.jpg
 Which word(s) correspond to the organization in the sentence? ,Penguins,# NHLPlayoffs # Penguins Top Sharks in Stanley Cup Finals Opener on Late Goal,# NHLPlayoffs # Penguins Top Sharks in Stanley Cup Finals Opener on Late Goal Which word(s) correspond to the organization in the sentence? Answer: Penguins,organization,16_05_31_545.jpg
 Which word(s) correspond to the person in the sentence? ,Zach Brown,Top recruit Zach Brown and UConn basketball officially cut ties,Top recruit Zach Brown and UConn basketball officially cut ties Which word(s) correspond to the person in the sentence? Answer: Zach Brown,person,16_05_05_1142.jpg
 Which word(s) correspond to the person in the sentence? ,LeBron James,LeBron James led the way last night with an impressive triple - double . Cavs lead series 2 - 0 . ( via @ ESPNNBA ) # NBA # DFS,LeBron James led the way last night with an impressive triple - double . Cavs lead series 2 - 0 . ( via @ ESPNNBA ) # NBA # DFS Which word(s) correspond to the person in the sentence? Answer: LeBron James,person,16_05_20_411.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,VogueFestival,"# Fashion From make - up artists to models , catch fashion ' s insiders at # VogueFestival","# Fashion From make - up artists to models , catch fashion ' s insiders at # VogueFestival Which word(s) correspond to the misceallonous entity in the sentence? Answer: VogueFestival",misceallonous entity,16_05_02_596.jpg
 Which word(s) correspond to the person in the sentence? ,David Cameron,David Cameron unveils his most convincing argument yet to stay in the EU . . .,David Cameron unveils his most convincing argument yet to stay in the EU . . . Which word(s) correspond to the person in the sentence? Answer: David Cameron,person,O_4521.jpg
 Which word(s) correspond to the person in the sentence? ,taylor swift,"mocking taylor swift ' s song ? "" MOCKING "" when he was just singing it and being nice","mocking taylor swift ' s song ? "" MOCKING "" when he was just singing it and being nice Which word(s) correspond to the person in the sentence? Answer: taylor swift",person,O_2033.jpg
 Which word(s) correspond to the person in the sentence? ,Andrew Cole,Andrew Cole eager to look into heart problems troubling footballers,Andrew Cole eager to look into heart problems troubling footballers Which word(s) correspond to the person in the sentence? Answer: Andrew Cole,person,17_06_5097.jpg
 Which word(s) correspond to the organization in the sentence? ,CanadaSoccerEN,Loving my seat thanks @ CanadaSoccerEN,Loving my seat thanks @ CanadaSoccerEN Which word(s) correspond to the organization in the sentence? Answer: CanadaSoccerEN,organization,17_06_4996.jpg
 Which word(s) correspond to the person in the sentence? ,sid_iv,We would like to welcome @ sid_iv to the Viking Football Family ! # RowTheShip,We would like to welcome @ sid_iv to the Viking Football Family ! # RowTheShip Which word(s) correspond to the person in the sentence? Answer: sid_iv,person,16_05_12_1212.jpg
 Which word(s) correspond to the location in the sentence? ,Camden,@ SkintLondon FREE classical concert tomorrow 6 pm in Camden !,@ SkintLondon FREE classical concert tomorrow 6 pm in Camden ! Which word(s) correspond to the location in the sentence? Answer: Camden,location,17_06_9955.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Harry Potter,When I watch Harry Potter with anyone else,When I watch Harry Potter with anyone else Which word(s) correspond to the misceallonous entity in the sentence? Answer: Harry Potter,misceallonous entity,O_524.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,10 th team in NBA history to come back from a 3 - 1 deficit ! # DubNation,10 th team in NBA history to come back from a 3 - 1 deficit ! # DubNation Which word(s) correspond to the organization in the sentence? Answer: NBA,organization,16_05_30_727.jpg
 Which word(s) correspond to the organization in the sentence? ,Nba,Nba finals . . . Golden state warriors 2017 champs @ KDTrey5 @ StephenCurry30,Nba finals . . . Golden state warriors 2017 champs @ KDTrey5 @ StephenCurry30 Which word(s) correspond to the organization in the sentence? Answer: Nba,organization,17_06_11788.jpg
 Which word(s) correspond to the person in the sentence? ,Lady Gaga,Lady Gaga ' s Cheek to Cheek era has no end 😩,Lady Gaga ' s Cheek to Cheek era has no end 😩 Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,person,O_3002.jpg
 Which word(s) correspond to the person in the sentence? ,harry styles,harry styles ' prime was 2013 u can fight me,harry styles ' prime was 2013 u can fight me Which word(s) correspond to the person in the sentence? Answer: harry styles,person,O_3849.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,"Photos of Justin Bieber at Drake ' s album release party in Toronto , Canada . ( April 30 )","Photos of Justin Bieber at Drake ' s album release party in Toronto , Canada . ( April 30 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber",person,O_456.jpg
 Which word(s) correspond to the person in the sentence? ,Kendrick Lamar,Happy Birthday to Kendrick Lamar who turns 30 today 💪 💪 💪,Happy Birthday to Kendrick Lamar who turns 30 today 💪 💪 💪 Which word(s) correspond to the person in the sentence? Answer: Kendrick Lamar,person,O_4775.jpg
 Which word(s) correspond to the person in the sentence? ,Jessica Alba,"Jessica Alba on the past , present and future of The Honest Company","Jessica Alba on the past , present and future of The Honest Company Which word(s) correspond to the person in the sentence? Answer: Jessica Alba",person,O_2579.jpg
 Which word(s) correspond to the person in the sentence? ,Aishwarya Bachchan Rai,Aishwarya Rai Bachchan is Rocking the Cannes Film Festival . . .,Aishwarya Rai Bachchan is Rocking the Cannes Film Festival . . . Which word(s) correspond to the person in the sentence? Answer: Aishwarya Bachchan Rai,person,16_05_14_689.jpg
 Which word(s) correspond to the organization in the sentence? ,NFL,Glad this was shared by NFL .,Glad this was shared by NFL . Which word(s) correspond to the organization in the sentence? Answer: NFL,organization,16_05_02_776.jpg
 Which word(s) correspond to the organization in the sentence? ,FC Porto,FC Porto v Chelsea football programme 25 / 11 / 09,FC Porto v Chelsea football programme 25 / 11 / 09 Which word(s) correspond to the organization in the sentence? Answer: FC Porto,organization,17_06_2630.jpg
 Which word(s) correspond to the organization in the sentence? ,NFL,"# NFL 🏈 Yes , Adrian Peterson can catch the ball","# NFL 🏈 Yes , Adrian Peterson can catch the ball Which word(s) correspond to the organization in the sentence? Answer: NFL",organization,17_06_10566.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Robin Thieves of Prince : Hood,"1991, Robin Hood : Prince of Thieves was released . 25 years on , I fulfilled a dream of visiting the tree # RobinHood","1991, Robin Hood : Prince of Thieves was released . 25 years on , I fulfilled a dream of visiting the tree # RobinHood Which word(s) correspond to the misceallonous entity in the sentence? Answer: Robin Thieves of Prince : Hood",misceallonous entity,O_1411.jpg
 Which word(s) correspond to the person in the sentence? ,Klow7,Congratulations to @ Klow7 of the @ Raptors who has been named to the 2016 All - NBA Third Team .,Congratulations to @ Klow7 of the @ Raptors who has been named to the 2016 All - NBA Third Team . Which word(s) correspond to the person in the sentence? Answer: Klow7,person,16_05_26_244.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,One piece,How to make sushi . One piece pirate alliance ver . # Lawlu,How to make sushi . One piece pirate alliance ver . # Lawlu Which word(s) correspond to the misceallonous entity in the sentence? Answer: One piece,misceallonous entity,O_2448.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Insignificant Man,# AK Insignificant Man ' won d Best Documentary Prize at Brooklyn Film Festival but needs a Nod from Modi in India .,# AK Insignificant Man ' won d Best Documentary Prize at Brooklyn Film Festival but needs a Nod from Modi in India . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Insignificant Man,misceallonous entity,17_06_13054.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,BREAKING : Donald Trump is projected winner in Washington state GOP primary,BREAKING : Donald Trump is projected winner in Washington state GOP primary Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_4726.jpg
 Which word(s) correspond to the person in the sentence? ,Daniel Radcliffe,What does Daniel Radcliffe have in store for the Horsemen ? # NowYouSeeMe2,What does Daniel Radcliffe have in store for the Horsemen ? # NowYouSeeMe2 Which word(s) correspond to the person in the sentence? Answer: Daniel Radcliffe,person,O_3120.jpg
 Which word(s) correspond to the person in the sentence? ,Kevin Durant,The look between Kevin Durant and Steph Curry when asked about Rihanna was priceless .,The look between Kevin Durant and Steph Curry when asked about Rihanna was priceless . Which word(s) correspond to the person in the sentence? Answer: Kevin Durant,person,O_4116.jpg
 Which word(s) correspond to the person in the sentence? ,Stephen Colbert,Stephen Colbert announces a week of ' Late Show ' episodes from Russia,Stephen Colbert announces a week of ' Late Show ' episodes from Russia Which word(s) correspond to the person in the sentence? Answer: Stephen Colbert,person,O_4696.jpg
 Which word(s) correspond to the person in the sentence? ,Kevin Durant,"Kevin Durant : a lot of points , no turnovers .","Kevin Durant : a lot of points , no turnovers . Which word(s) correspond to the person in the sentence? Answer: Kevin Durant",person,O_6.jpg
 Which word(s) correspond to the person in the sentence? ,Harry Potter,Someone made a Harry Potter Mount Rushmore 😂,Someone made a Harry Potter Mount Rushmore 😂 Which word(s) correspond to the person in the sentence? Answer: Harry Potter,person,O_2988.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,"I could care less what ' s in Donald Trump ' s tax returns , but Mitt Romney is stalking the guy over it ! # Hannity","I could care less what ' s in Donald Trump ' s tax returns , but Mitt Romney is stalking the guy over it ! # Hannity Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_3545.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,thegirlsmusical,Just love sunflowers 🌻 so many happy memories of seeing @ thegirlsmusical,Just love sunflowers 🌻 so many happy memories of seeing @ thegirlsmusical Which word(s) correspond to the misceallonous entity in the sentence? Answer: thegirlsmusical,misceallonous entity,17_06_3723.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,"The NBA Finals : Durant , Curry lead Warriors to Game 2 win over Cavs","The NBA Finals : Durant , Curry lead Warriors to Game 2 win over Cavs Which word(s) correspond to the organization in the sentence? Answer: NBA",organization,17_06_2184.jpg
 Which word(s) correspond to the organization in the sentence? ,BeaverBaseball,Congratulations to @ BeaverBaseball 1 B KJ Harrison on being selected No . 84 overall ( Rd 3 ) by the @ Brewers :,Congratulations to @ BeaverBaseball 1 B KJ Harrison on being selected No . 84 overall ( Rd 3 ) by the @ Brewers : Which word(s) correspond to the organization in the sentence? Answer: BeaverBaseball,organization,17_06_11552.jpg
