questions,answers,questions_with_answers,entity,image_ids
20 Jul : Composer Roger Goula performs his new Overview Effect in this very special concert : Which word(s) correspond to the person in the sentence? ,Roger Goula,20 Jul : Composer Roger Goula performs his new Overview Effect in this very special concert : Which word(s) correspond to the person in the sentence? Answer: Roger Goula,person,16_05_09_903.jpg
Thanks for making this LittleMixers first concert an awesomely freaky one ! @ LittleMix # GetWeirdTourSydney Which word(s) correspond to the person in the sentence? ,LittleMixers,Thanks for making this LittleMixers first concert an awesomely freaky one ! @ LittleMix # GetWeirdTourSydney Which word(s) correspond to the person in the sentence? Answer: LittleMixers,person,16_05_13_76.jpg
I don ' t have a clue how the most average player in English football has landed a place in the Euro 2016 team 🙈 Which word(s) correspond to the location in the sentence? ,English,I don ' t have a clue how the most average player in English football has landed a place in the Euro 2016 team 🙈 Which word(s) correspond to the location in the sentence? Answer: English,location,16_05_16_370.jpg
At Corbett Field on a brisk day for baseball as Minot High hosts Bismarck . First pitch about 10 min away # NDpreps Which word(s) correspond to the location in the sentence? ,Corbett Field,At Corbett Field on a brisk day for baseball as Minot High hosts Bismarck . First pitch about 10 min away # NDpreps Which word(s) correspond to the location in the sentence? Answer: Corbett Field,location,16_05_13_290.jpg
Moon VS . Sun performed at Major ' s Hill in Ottawa tonight . Great concert ! Which word(s) correspond to the person in the sentence? ,Moon Sun . VS,Moon VS . Sun performed at Major ' s Hill in Ottawa tonight . Great concert ! Which word(s) correspond to the person in the sentence? Answer: Moon Sun . VS,person,17_06_791.jpg
"Peter Schiff , the boy who Anne Frank recalled as her "" one true love "" in her diary . Photo via Ernst Michaels . Which word(s) correspond to the person in the sentence? ",Peter Schiff,"Peter Schiff , the boy who Anne Frank recalled as her "" one true love "" in her diary . Photo via Ernst Michaels . Which word(s) correspond to the person in the sentence? Answer: Peter Schiff",person,O_1645.jpg
These new nfl stadiums finna be 😍 Which word(s) correspond to the organization in the sentence? ,nfl,These new nfl stadiums finna be 😍 Which word(s) correspond to the organization in the sentence? Answer: nfl,organization,16_05_24_268.jpg
ABC : Georgia college baseball team adopts puppy abandoned at their stadium as official ' bat dog ' . … Which word(s) correspond to the organization in the sentence? ,ABC,ABC : Georgia college baseball team adopts puppy abandoned at their stadium as official ' bat dog ' . … Which word(s) correspond to the organization in the sentence? Answer: ABC,organization,16_05_16_365.jpg
Uefa Super Cup : Real Madrid v Manchester United Which word(s) correspond to the misceallonous entity in the sentence? ,Uefa Cup Super,Uefa Super Cup : Real Madrid v Manchester United Which word(s) correspond to the misceallonous entity in the sentence? Answer: Uefa Cup Super,misceallonous entity,17_06_1818.jpg
# ronweasley # hermionegranger Harry Potter and the Order of the Phoenix mini . . . Which word(s) correspond to the person in the sentence? ,ronweasley,# ronweasley # hermionegranger Harry Potter and the Order of the Phoenix mini . . . Which word(s) correspond to the person in the sentence? Answer: ronweasley,person,O_1473.jpg
My # TeenChoice for # ChoiceDramaTVActress is Jennifer Lopez @ JLo Which word(s) correspond to the person in the sentence? ,Jennifer Lopez,My # TeenChoice for # ChoiceDramaTVActress is Jennifer Lopez @ JLo Which word(s) correspond to the person in the sentence? Answer: Jennifer Lopez,person,O_4781.jpg
"Download my new book - Charlie Chaplin : A Silent Icon Beacon Publishing , Inc . Which word(s) correspond to the misceallonous entity in the sentence? ",Charlie Icon Silent A : Chaplin,"Download my new book - Charlie Chaplin : A Silent Icon Beacon Publishing , Inc . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Charlie Icon Silent A : Chaplin",misceallonous entity,O_579.jpg
Selena Gomez ' s won ' t be bringing her BFFs on her revival tour : ' ' I ' m not Taylor Swift . ' ' Which word(s) correspond to the person in the sentence? ,Selena Gomez,Selena Gomez ' s won ' t be bringing her BFFs on her revival tour : ' ' I ' m not Taylor Swift . ' ' Which word(s) correspond to the person in the sentence? Answer: Selena Gomez,person,O_531.jpg
Better to give than to receive . I ' d do it for one but blessed to serve the @ TexasFootball fam . # thisisTexas Which word(s) correspond to the organization in the sentence? ,TexasFootball,Better to give than to receive . I ' d do it for one but blessed to serve the @ TexasFootball fam . # thisisTexas Which word(s) correspond to the organization in the sentence? Answer: TexasFootball,organization,17_06_1606.jpg
# NHLPlayoffs Carolina # Hurricanes Begin Contract Conversations with RFA Victor Rask Which word(s) correspond to the organization in the sentence? ,Carolina Hurricanes #,# NHLPlayoffs Carolina # Hurricanes Begin Contract Conversations with RFA Victor Rask Which word(s) correspond to the organization in the sentence? Answer: Carolina Hurricanes #,organization,16_05_31_167.jpg
# dating # porn love sex magic by ciara ft justin timberlake Which word(s) correspond to the misceallonous entity in the sentence? ,love magic sex,# dating # porn love sex magic by ciara ft justin timberlake Which word(s) correspond to the misceallonous entity in the sentence? Answer: love magic sex,misceallonous entity,O_4224.jpg
Russell Westbrook wins the fan vote for Game Winner of the Year ! # NBAAwards Which word(s) correspond to the person in the sentence? ,Russell Westbrook,Russell Westbrook wins the fan vote for Game Winner of the Year ! # NBAAwards Which word(s) correspond to the person in the sentence? Answer: Russell Westbrook,person,O_1985.jpg
Performing what is referred to many as a classic . @ ThePompi Sings Mizu at # TheLockDownConcert Which word(s) correspond to the person in the sentence? ,ThePompi,Performing what is referred to many as a classic . @ ThePompi Sings Mizu at # TheLockDownConcert Which word(s) correspond to the person in the sentence? Answer: ThePompi,person,17_06_676.jpg
So who ' s the best South American Player in the # PremierLeague ? 🤔 ⚽ ️ Which word(s) correspond to the location in the sentence? ,South American,So who ' s the best South American Player in the # PremierLeague ? 🤔 ⚽ ️ Which word(s) correspond to the location in the sentence? Answer: South American,location,17_06_8616.jpg
Article about Jennie Finch becoming first woman to manage a pro - baseball came also has these ads . So … Which word(s) correspond to the person in the sentence? ,Jennie Finch,Article about Jennie Finch becoming first woman to manage a pro - baseball came also has these ads . So … Which word(s) correspond to the person in the sentence? Answer: Jennie Finch,person,16_05_26_627.jpg
My mate was on a flight with Harry Redknapp last night Which word(s) correspond to the person in the sentence? ,Harry Redknapp,My mate was on a flight with Harry Redknapp last night Which word(s) correspond to the person in the sentence? Answer: Harry Redknapp,person,O_279.jpg
Petition to have Jessica Lange come back for American Horror Story season 6 Which word(s) correspond to the person in the sentence? ,Jessica Lange,Petition to have Jessica Lange come back for American Horror Story season 6 Which word(s) correspond to the person in the sentence? Answer: Jessica Lange,person,O_2875.jpg
This is @ officialpepe . He is a disgrace . He is pathetic . And he is an embarrassment to football . @ realmadriden Which word(s) correspond to the person in the sentence? ,officialpepe,This is @ officialpepe . He is a disgrace . He is pathetic . And he is an embarrassment to football . @ realmadriden Which word(s) correspond to the person in the sentence? Answer: officialpepe,person,16_05_29_681.jpg
Winners revealed for Doc Edge International Film Festival Which word(s) correspond to the misceallonous entity in the sentence? ,Doc Festival Film International Edge,Winners revealed for Doc Edge International Film Festival Which word(s) correspond to the misceallonous entity in the sentence? Answer: Doc Festival Film International Edge,misceallonous entity,16_05_13_321.jpg
Stephen Curry wife rejected him first time he went for a kiss # nba Which word(s) correspond to the person in the sentence? ,Stephen Curry,Stephen Curry wife rejected him first time he went for a kiss # nba Which word(s) correspond to the person in the sentence? Answer: Stephen Curry,person,16_05_03_260.jpg
Music Festival Fun in Charleston ! # NiceTravels Which word(s) correspond to the location in the sentence? ,Charleston,Music Festival Fun in Charleston ! # NiceTravels Which word(s) correspond to the location in the sentence? Answer: Charleston,location,16_05_20_399.jpg
View from my seats for game 2 Saturday night . . . # PensCaps # NHLPlayoffs Which word(s) correspond to the organization in the sentence? ,PensCaps,View from my seats for game 2 Saturday night . . . # PensCaps # NHLPlayoffs Which word(s) correspond to the organization in the sentence? Answer: PensCaps,organization,16_05_01_444.jpg
J . Cole Was the Highest Earning Rapper of 2015 Which word(s) correspond to the person in the sentence? ,J Cole .,J . Cole Was the Highest Earning Rapper of 2015 Which word(s) correspond to the person in the sentence? Answer: J Cole .,person,O_3005.jpg
Adam Lambert : Love Letter to the LGBTQ Community Which word(s) correspond to the person in the sentence? ,Adam Lambert,Adam Lambert : Love Letter to the LGBTQ Community Which word(s) correspond to the person in the sentence? Answer: Adam Lambert,person,O_2276.jpg
Pleasant grove took 1 st place in the BYU football camp . Love these kids . # BYU # football Which word(s) correspond to the organization in the sentence? ,BYU,Pleasant grove took 1 st place in the BYU football camp . Love these kids . # BYU # football Which word(s) correspond to the organization in the sentence? Answer: BYU,organization,17_06_5033.jpg
Robin Hood ( Posting some stuff I forgot to post on here ages ago . ) Which word(s) correspond to the person in the sentence? ,Robin Hood,Robin Hood ( Posting some stuff I forgot to post on here ages ago . ) Which word(s) correspond to the person in the sentence? Answer: Robin Hood,person,O_4874.jpg
T - minus 40 min ! Visit with artist from around the world on our last day . # HouArtFest # bayoucityartfestival Which word(s) correspond to the misceallonous entity in the sentence? ,HouArtFest,T - minus 40 min ! Visit with artist from around the world on our last day . # HouArtFest # bayoucityartfestival Which word(s) correspond to the misceallonous entity in the sentence? Answer: HouArtFest,misceallonous entity,16_05_01_557.jpg
Going to the Parade now . Paris Which word(s) correspond to the location in the sentence? ,Paris,Going to the Parade now . Paris Which word(s) correspond to the location in the sentence? Answer: Paris,location,17_06_9244.jpg
"leonardo dicaprio and claire danes in romeo + ruliet , 1996 Which word(s) correspond to the person in the sentence? ",leonardo dicaprio,"leonardo dicaprio and claire danes in romeo + ruliet , 1996 Which word(s) correspond to the person in the sentence? Answer: leonardo dicaprio",person,O_3887.jpg
Retweet if you love the # ChicagoWhiteSox # MLB # Hotline Which word(s) correspond to the organization in the sentence? ,ChicagoWhiteSox,Retweet if you love the # ChicagoWhiteSox # MLB # Hotline Which word(s) correspond to the organization in the sentence? Answer: ChicagoWhiteSox,organization,16_05_01_276.jpg
Day 1 of Eagle basketball camp is underway ! Which word(s) correspond to the organization in the sentence? ,Eagle,Day 1 of Eagle basketball camp is underway ! Which word(s) correspond to the organization in the sentence? Answer: Eagle,organization,17_06_16078.jpg
"Ariana will be a part of @ GMA ' s summer concert series and on the show May 20, album release day ! # ArianaOnGMA Which word(s) correspond to the person in the sentence? ",Ariana,"Ariana will be a part of @ GMA ' s summer concert series and on the show May 20, album release day ! # ArianaOnGMA Which word(s) correspond to the person in the sentence? Answer: Ariana",person,16_05_11_398.jpg
"Stephen Hawking and his wife Jane Wilde , 1965 Which word(s) correspond to the person in the sentence? ",Stephen Hawking,"Stephen Hawking and his wife Jane Wilde , 1965 Which word(s) correspond to the person in the sentence? Answer: Stephen Hawking",person,O_3345.jpg
NBA finals game 1 . . the winner is @ rihanna much love 😍 😍 😍 Which word(s) correspond to the organization in the sentence? ,NBA,NBA finals game 1 . . the winner is @ rihanna much love 😍 😍 😍 Which word(s) correspond to the organization in the sentence? Answer: NBA,organization,17_06_15451.jpg
. @ Texas_Baseball is at it again ! Horns tie the game with an RBI … Which word(s) correspond to the organization in the sentence? ,Texas_Baseball,. @ Texas_Baseball is at it again ! Horns tie the game with an RBI … Which word(s) correspond to the organization in the sentence? Answer: Texas_Baseball,organization,16_05_28_971.jpg
Russell Westbrook rocks custom @ AnaheimDucks jersey ahead of Game 4 . SEE MORE @ Which word(s) correspond to the person in the sentence? ,Russell Westbrook,Russell Westbrook rocks custom @ AnaheimDucks jersey ahead of Game 4 . SEE MORE @ Which word(s) correspond to the person in the sentence? Answer: Russell Westbrook,person,O_3977.jpg
"📸 Bruno Mars performing "" Perm "" onstage at 2017 BET Awards ! 🔥 👑 # 4 # MARS24 Which word(s) correspond to the person in the sentence? ",Bruno Mars,"📸 Bruno Mars performing "" Perm "" onstage at 2017 BET Awards ! 🔥 👑 # 4 # MARS24 Which word(s) correspond to the person in the sentence? Answer: Bruno Mars",person,O_3114.jpg
What happened at The Kevin Gates and Boosie Badazz Concert ? via @ vibingwithresse Which word(s) correspond to the person in the sentence? ,Kevin Gates,What happened at The Kevin Gates and Boosie Badazz Concert ? via @ vibingwithresse Which word(s) correspond to the person in the sentence? Answer: Kevin Gates,person,16_05_17_523.jpg
Missed @ djfive ' s live performance ? Watch whole concert here . Now ! Which word(s) correspond to the person in the sentence? ,djfive,Missed @ djfive ' s live performance ? Watch whole concert here . Now ! Which word(s) correspond to the person in the sentence? Answer: djfive,person,16_05_02_616.jpg
"Kris Jenner always give "" Y ' all poor af "" looks 😂 😂 😂 Which word(s) correspond to the person in the sentence? ",Kris Jenner,"Kris Jenner always give "" Y ' all poor af "" looks 😂 😂 😂 Which word(s) correspond to the person in the sentence? Answer: Kris Jenner",person,O_3447.jpg
Christina Aguilera has been doing hair jewelry since 2002 Which word(s) correspond to the person in the sentence? ,Christina Aguilera,Christina Aguilera has been doing hair jewelry since 2002 Which word(s) correspond to the person in the sentence? Answer: Christina Aguilera,person,O_772.jpg
Cameroon 1 Australia 1 : VAR in the spotlight again as Socceroos claim controversial point Which word(s) correspond to the organization in the sentence? ,Cameroon,Cameroon 1 Australia 1 : VAR in the spotlight again as Socceroos claim controversial point Which word(s) correspond to the organization in the sentence? Answer: Cameroon,organization,17_06_13214.jpg
Off to @ hayfestival tomorrow to do a talk with the wonderful @ MGLnrd about # beetleboy # excited . Beetles are packed ! Which word(s) correspond to the misceallonous entity in the sentence? ,hayfestival,Off to @ hayfestival tomorrow to do a talk with the wonderful @ MGLnrd about # beetleboy # excited . Beetles are packed ! Which word(s) correspond to the misceallonous entity in the sentence? Answer: hayfestival,misceallonous entity,16_05_31_287.jpg
"MLB Wednesday scores , highlights , news , updates : Ozuna ' s monster season # nfl , nflnews Which word(s) correspond to the organization in the sentence? ",MLB,"MLB Wednesday scores , highlights , news , updates : Ozuna ' s monster season # nfl , nflnews Which word(s) correspond to the organization in the sentence? Answer: MLB",organization,17_06_2997.jpg
Donald Trump ’ s Hollywood Walk of Fame Star Vandalized During L . A . Pride Which word(s) correspond to the person in the sentence? ,Donald Trump,Donald Trump ’ s Hollywood Walk of Fame Star Vandalized During L . A . Pride Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_2922.jpg
# NationalSelfieDay with the Italian Soccer GOAT Andrea Pirlo @ Pirlo_official Which word(s) correspond to the location in the sentence? ,Italian,# NationalSelfieDay with the Italian Soccer GOAT Andrea Pirlo @ Pirlo_official Which word(s) correspond to the location in the sentence? Answer: Italian,location,17_06_7424.jpg
. @ lacocinasf ' s popular San Francisco Street Food Festival ( @ streetfoodsf ) taking a year off Which word(s) correspond to the organization in the sentence? ,lacocinasf,. @ lacocinasf ' s popular San Francisco Street Food Festival ( @ streetfoodsf ) taking a year off Which word(s) correspond to the organization in the sentence? Answer: lacocinasf,organization,16_05_02_533.jpg
Bodis Duran signs to play football at MSU - Northern # mtscores Which word(s) correspond to the person in the sentence? ,Bodis Duran,Bodis Duran signs to play football at MSU - Northern # mtscores Which word(s) correspond to the person in the sentence? Answer: Bodis Duran,person,16_05_17_798.jpg
James Taylor hangs out at Elwood ' s Wood Lab in Saint John - Which word(s) correspond to the person in the sentence? ,James Taylor,James Taylor hangs out at Elwood ' s Wood Lab in Saint John - Which word(s) correspond to the person in the sentence? Answer: James Taylor,person,O_2870.jpg
I ' m redrawing the album cover of Gerard Way ' s hesitant Alien Which word(s) correspond to the person in the sentence? ,Gerard Way,I ' m redrawing the album cover of Gerard Way ' s hesitant Alien Which word(s) correspond to the person in the sentence? Answer: Gerard Way,person,O_4177.jpg
"Barack Obama in his father ’ s hometown in Alego , Kenya , 1987 Which word(s) correspond to the person in the sentence? ",Barack Obama,"Barack Obama in his father ’ s hometown in Alego , Kenya , 1987 Which word(s) correspond to the person in the sentence? Answer: Barack Obama",person,O_467.jpg
31 plays to celebrate Chris Paul ( @ CP3 ) ' s 31 st birthday : Which word(s) correspond to the person in the sentence? ,Chris Paul,31 plays to celebrate Chris Paul ( @ CP3 ) ' s 31 st birthday : Which word(s) correspond to the person in the sentence? Answer: Chris Paul,person,O_145.jpg
Hardwick hall festival 30 th April 2016 . . . . . though it was supposed to be Spring 😀 😀 Which word(s) correspond to the misceallonous entity in the sentence? ,Hardwick festival hall,Hardwick hall festival 30 th April 2016 . . . . . though it was supposed to be Spring 😀 😀 Which word(s) correspond to the misceallonous entity in the sentence? Answer: Hardwick festival hall,misceallonous entity,16_05_01_209.jpg
Couldn ' t have said it better than J . Cole 🔥 🔥 🔥 Which word(s) correspond to the person in the sentence? ,J Cole .,Couldn ' t have said it better than J . Cole 🔥 🔥 🔥 Which word(s) correspond to the person in the sentence? Answer: J Cole .,person,O_5145.jpg
ICYMI our 2 A State Baseball coverage Selah finally wins it all Which word(s) correspond to the organization in the sentence? ,Selah,ICYMI our 2 A State Baseball coverage Selah finally wins it all Which word(s) correspond to the organization in the sentence? Answer: Selah,organization,16_05_29_222.jpg
# TaylorSwift # Music TAYLOR SWIFT 22 - # CD SINGLE Numbered BRAND NEW Which word(s) correspond to the person in the sentence? ,TaylorSwift,# TaylorSwift # Music TAYLOR SWIFT 22 - # CD SINGLE Numbered BRAND NEW Which word(s) correspond to the person in the sentence? Answer: TaylorSwift,person,O_4637.jpg
As the GM of an NFL franchise how can you say this Which word(s) correspond to the organization in the sentence? ,NFL,As the GM of an NFL franchise how can you say this Which word(s) correspond to the organization in the sentence? Answer: NFL,organization,16_05_24_991.jpg
"19 th May 2012, I became the happiest Blue fan ever , we copped the UEFA cup and it is still a beautiful memory ☺ ️ Which word(s) correspond to the organization in the sentence? ",Blue,"19 th May 2012, I became the happiest Blue fan ever , we copped the UEFA cup and it is still a beautiful memory ☺ ️ Which word(s) correspond to the organization in the sentence? Answer: Blue",organization,16_05_19_909.jpg
"I love you zaya , again , You were best football player . The best cousin . I miss you , I love you my guardian angel 💚 👼 🏽 Which word(s) correspond to the person in the sentence? ",zaya,"I love you zaya , again , You were best football player . The best cousin . I miss you , I love you my guardian angel 💚 👼 🏽 Which word(s) correspond to the person in the sentence? Answer: zaya",person,16_05_04_1058.jpg
"Donald Trump says he ' ll debate Bernie Sanders for "" women ' s health issues "" Which word(s) correspond to the person in the sentence? ",Donald Trump,"Donald Trump says he ' ll debate Bernie Sanders for "" women ' s health issues "" Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_3124.jpg
Day 1 of Lee - Scott Basketball Camp is underway ! Which word(s) correspond to the organization in the sentence? ,Lee Scott -,Day 1 of Lee - Scott Basketball Camp is underway ! Which word(s) correspond to the organization in the sentence? Answer: Lee Scott -,organization,17_06_4391.jpg
❤ ❤ 💜 # JenniferAniston CHARLIE DAY AUTOGRAPHED HORRIBLE BOSSES JENNIFER ANISTON PSA / DNA 8 X10 … Which word(s) correspond to the person in the sentence? ,JenniferAniston,❤ ❤ 💜 # JenniferAniston CHARLIE DAY AUTOGRAPHED HORRIBLE BOSSES JENNIFER ANISTON PSA / DNA 8 X10 … Which word(s) correspond to the person in the sentence? Answer: JenniferAniston,person,O_3662.jpg
Harry Styles ' Sister Confesses : Our Mom ' s Life Is . . . Which word(s) correspond to the person in the sentence? ,Harry Styles,Harry Styles ' Sister Confesses : Our Mom ' s Life Is . . . Which word(s) correspond to the person in the sentence? Answer: Harry Styles,person,O_2760.jpg
"MLB : White Sox 5, Blue Jays 2 . HIGHLIGHTS : Which word(s) correspond to the organization in the sentence? ",MLB,"MLB : White Sox 5, Blue Jays 2 . HIGHLIGHTS : Which word(s) correspond to the organization in the sentence? Answer: MLB",organization,17_06_5520.jpg
Day 1 boys . Let ' s get it ! ! ! # AENG @ MCBoysSoccer765 Which word(s) correspond to the organization in the sentence? ,MCBoysSoccer765,Day 1 boys . Let ' s get it ! ! ! # AENG @ MCBoysSoccer765 Which word(s) correspond to the organization in the sentence? Answer: MCBoysSoccer765,organization,16_05_31_383.jpg
Donald Trump ’ s former butler investigated by Secret Service for ‘ racist threats ’ to … Which word(s) correspond to the person in the sentence? ,Donald Trump,Donald Trump ’ s former butler investigated by Secret Service for ‘ racist threats ’ to … Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_3261.jpg
Taylor Swift uploading her Albums to Spotify like Which word(s) correspond to the person in the sentence? ,Taylor Swift,Taylor Swift uploading her Albums to Spotify like Which word(s) correspond to the person in the sentence? Answer: Taylor Swift,person,O_2251.jpg
WIN 2 concert tickets to see Aleph LIVE at L ' Olympia on May28 ! Go to our app NOW ! Which word(s) correspond to the person in the sentence? ,Aleph,WIN 2 concert tickets to see Aleph LIVE at L ' Olympia on May28 ! Go to our app NOW ! Which word(s) correspond to the person in the sentence? Answer: Aleph,person,16_05_21_395.jpg
Slam Dunk Festival 2016 Preview – Rock Sins ’ Top Five Recommended Bands Which word(s) correspond to the misceallonous entity in the sentence? ,Slam Festival Dunk,Slam Dunk Festival 2016 Preview – Rock Sins ’ Top Five Recommended Bands Which word(s) correspond to the misceallonous entity in the sentence? Answer: Slam Festival Dunk,misceallonous entity,16_05_25_280.jpg
this kid in my cousins third grade class said his biggest fear was Donald Trump Which word(s) correspond to the person in the sentence? ,Donald Trump,this kid in my cousins third grade class said his biggest fear was Donald Trump Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_2234.jpg
Kendrick Lamar ’ s first car was his dad ’ s old ’ 92 Cadillac Seville with Lamborghini doors Which word(s) correspond to the person in the sentence? ,Kendrick Lamar,Kendrick Lamar ’ s first car was his dad ’ s old ’ 92 Cadillac Seville with Lamborghini doors Which word(s) correspond to the person in the sentence? Answer: Kendrick Lamar,person,O_2442.jpg
Tony Bradley @ ToBrad1 was drafted 28 th by the @ Lakers before his rights were traded to Utah in the 2017 NBA Draft Which word(s) correspond to the person in the sentence? ,Tony Bradley,Tony Bradley @ ToBrad1 was drafted 28 th by the @ Lakers before his rights were traded to Utah in the 2017 NBA Draft Which word(s) correspond to the person in the sentence? Answer: Tony Bradley,person,17_06_3796.jpg
Thanks to Wyoming @ wyo_football for coming to spring practice today to talk with @ CoachPeteOLu about # OluFootball ! Which word(s) correspond to the organization in the sentence? ,wyo_football,Thanks to Wyoming @ wyo_football for coming to spring practice today to talk with @ CoachPeteOLu about # OluFootball ! Which word(s) correspond to the organization in the sentence? Answer: wyo_football,organization,16_05_17_746.jpg
Cutcliffe Lands High - Quality Recruit for Duke Football # DukeBlueDevils Which word(s) correspond to the person in the sentence? ,Cutcliffe,Cutcliffe Lands High - Quality Recruit for Duke Football # DukeBlueDevils Which word(s) correspond to the person in the sentence? Answer: Cutcliffe,person,16_05_02_938.jpg
Kamiakin basketball players moving on : Larson and Nelson . Good luck guys Which word(s) correspond to the organization in the sentence? ,Kamiakin,Kamiakin basketball players moving on : Larson and Nelson . Good luck guys Which word(s) correspond to the organization in the sentence? Answer: Kamiakin,organization,16_05_20_1038.jpg
. @ MiamiHEAT advance to the Eastern Conference Semis ! # NBAPlayoffs Which word(s) correspond to the person in the sentence? ,MiamiHEAT,. @ MiamiHEAT advance to the Eastern Conference Semis ! # NBAPlayoffs Which word(s) correspond to the person in the sentence? Answer: MiamiHEAT,person,16_05_01_68.jpg
Bill Clinton disputes accuracy of report that his foundation enriched his friends Which word(s) correspond to the person in the sentence? ,Bill Clinton,Bill Clinton disputes accuracy of report that his foundation enriched his friends Which word(s) correspond to the person in the sentence? Answer: Bill Clinton,person,O_2716.jpg
China has a surprising number of Donald Trump fans . Meet some of them : Which word(s) correspond to the location in the sentence? ,China,China has a surprising number of Donald Trump fans . Meet some of them : Which word(s) correspond to the location in the sentence? Answer: China,location,O_3419.jpg
"Steinbeck Festival through tomorrow , Salinas , CA . Which word(s) correspond to the misceallonous entity in the sentence? ",Steinbeck Festival,"Steinbeck Festival through tomorrow , Salinas , CA . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Steinbeck Festival",misceallonous entity,16_05_07_460.jpg
Thank you Chicago Humanities Festival and Gioia Diliberto and wonderful audience ! # battleo … Which word(s) correspond to the misceallonous entity in the sentence? ,Chicago Festival Humanities,Thank you Chicago Humanities Festival and Gioia Diliberto and wonderful audience ! # battleo … Which word(s) correspond to the misceallonous entity in the sentence? Answer: Chicago Festival Humanities,misceallonous entity,16_05_01_160.jpg
"WATCH : Christina Aguilera ' s impressions of Adele , Rihanna , Katy Perry and more on ' Ellen ' Which word(s) correspond to the person in the sentence? ",Christina Aguilera,"WATCH : Christina Aguilera ' s impressions of Adele , Rihanna , Katy Perry and more on ' Ellen ' Which word(s) correspond to the person in the sentence? Answer: Christina Aguilera",person,O_4632.jpg
My favorite thing about chop suey is his eyelashes — Harry Styles Which word(s) correspond to the person in the sentence? ,Harry Styles,My favorite thing about chop suey is his eyelashes — Harry Styles Which word(s) correspond to the person in the sentence? Answer: Harry Styles,person,O_1989.jpg
@ AustinMahone my cute lil bean I ' m proud of you 😋 💛 # JoyRideFeatAustinMahone Which word(s) correspond to the person in the sentence? ,AustinMahone,@ AustinMahone my cute lil bean I ' m proud of you 😋 💛 # JoyRideFeatAustinMahone Which word(s) correspond to the person in the sentence? Answer: AustinMahone,person,O_342.jpg
. @ RonJohnsonWI ' s support for Donald Trump is dangerous for Wisconsin # wipolitics # wisen Which word(s) correspond to the person in the sentence? ,RonJohnsonWI,. @ RonJohnsonWI ' s support for Donald Trump is dangerous for Wisconsin # wipolitics # wisen Which word(s) correspond to the person in the sentence? Answer: RonJohnsonWI,person,O_3373.jpg
harry styles + flowers is a beautiful concept Which word(s) correspond to the person in the sentence? ,harry styles,harry styles + flowers is a beautiful concept Which word(s) correspond to the person in the sentence? Answer: harry styles,person,O_234.jpg
Yes this is really a typo that is on Donald Trump ’ s Facebook page right now Which word(s) correspond to the person in the sentence? ,Donald Trump,Yes this is really a typo that is on Donald Trump ’ s Facebook page right now Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_1759.jpg
Justin Bieber opened his shirt to show his chest while arriving for the # MetGala after party Which word(s) correspond to the person in the sentence? ,Justin Bieber,Justin Bieber opened his shirt to show his chest while arriving for the # MetGala after party Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_2350.jpg
I thought women were supposed to hate Donald Trump ? # WomenForTrump Which word(s) correspond to the person in the sentence? ,Donald Trump,I thought women were supposed to hate Donald Trump ? # WomenForTrump Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_2609.jpg
NBA : Miami Heat close out Hornets in game seven Which word(s) correspond to the organization in the sentence? ,NBA,NBA : Miami Heat close out Hornets in game seven Which word(s) correspond to the organization in the sentence? Answer: NBA,organization,16_05_01_130.jpg
We are way better then every dating source you know ! PERIOD ! # PBSRadioFestival Which word(s) correspond to the misceallonous entity in the sentence? ,PBSRadioFestival,We are way better then every dating source you know ! PERIOD ! # PBSRadioFestival Which word(s) correspond to the misceallonous entity in the sentence? Answer: PBSRadioFestival,misceallonous entity,16_05_16_857.jpg
Clothing bearing Donald Trump ' s name is produced abroad in countries with very low wages . Which word(s) correspond to the person in the sentence? ,Donald Trump,Clothing bearing Donald Trump ' s name is produced abroad in countries with very low wages . Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_3643.jpg
"Justin Bieber ' s edited caption : "" Resting up for the show in Philly it ' s gonna be a good one mark my words "" . Which word(s) correspond to the person in the sentence? ",Justin Bieber,"Justin Bieber ' s edited caption : "" Resting up for the show in Philly it ' s gonna be a good one mark my words "" . Which word(s) correspond to the person in the sentence? Answer: Justin Bieber",person,O_4080.jpg
"Someone just paid $ 133,000 for 2 NBA Finals tickets Which word(s) correspond to the organization in the sentence? ",NBA,"Someone just paid $ 133,000 for 2 NBA Finals tickets Which word(s) correspond to the organization in the sentence? Answer: NBA",organization,17_06_4382.jpg
Kevin Durant Sends Message To Rihanna After Winning NBA Title ( VIDEO ) Which word(s) correspond to the person in the sentence? ,Kevin Durant,Kevin Durant Sends Message To Rihanna After Winning NBA Title ( VIDEO ) Which word(s) correspond to the person in the sentence? Answer: Kevin Durant,person,17_06_11576.jpg
