questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,"['Harry Kane', 'Kevin Phillips', 'Premier League']",Harry Kane first Englishman since Kevin Phillips to win the Premier League Golden Boot,Harry Kane first Englishman since Kevin Phillips to win the Premier League Golden Boot Which word(s) correspond to the person in the sentence? Answer: Harry Kane,"['person', 'person', 'organization']",16_05_15_1053.jpg
 Which word(s) correspond to the person in the sentence? ,['Miranda Kerr'],"Please RT # fashion # style Just Can ' t Get Enough : Miranda Kerr Loves Her Big , Black Day Bags","Please RT # fashion # style Just Can ' t Get Enough : Miranda Kerr Loves Her Big , Black Day Bags Which word(s) correspond to the person in the sentence? Answer: Miranda Kerr",['person'],O_3254.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['Moon Festival'],Moon Festival is just getting ready . But there are still fun people to talk to . # YQG,Moon Festival is just getting ready . But there are still fun people to talk to . # YQG Which word(s) correspond to the misceallonous in the sentence? Answer: Moon Festival,['misceallonous'],17_06_14053.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Great opportunity for young baseball players . Be a part of the 12 U National Team .,Great opportunity for young baseball players . Be a part of the 12 U National Team . Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_23_972.jpg
 Which word(s) correspond to the person in the sentence? ,"['Tom Brady', 'TB12 Nutrition Manual']",Tom Brady coming out w / his own cookbook called the TB12 Nutrition Manual for a cool $ 200 . . .,Tom Brady coming out w / his own cookbook called the TB12 Nutrition Manual for a cool $ 200 . . . Which word(s) correspond to the person in the sentence? Answer: Tom Brady,"['person', 'misceallonous']",O_391.jpg
 Which word(s) correspond to the person in the sentence? ,['jfradioshow'],Doing play by play with my buddy @ jfradioshow for the Senate v house basketball game . Let ' s go Senate !,Doing play by play with my buddy @ jfradioshow for the Senate v house basketball game . Let ' s go Senate ! Which word(s) correspond to the person in the sentence? Answer: jfradioshow,['person'],17_01_4828.jpg
 Which word(s) correspond to the location in the sentence? ,['Italy'],"Saying goodbye to my little cousin , as he ventures off to Italy to follow his football dreams ! So proud of you ! ❤ ️ ⚽ ️ ✈ ️","Saying goodbye to my little cousin , as he ventures off to Italy to follow his football dreams ! So proud of you ! ❤ ️ ⚽ ️ ✈ ️ Which word(s) correspond to the location in the sentence? Answer: Italy",['location'],16_05_03_191.jpg
 Which word(s) correspond to the person in the sentence? ,['Blake Lively'],Blake Lively is pregnant with a stomach looking like mine after I SMELL bread,Blake Lively is pregnant with a stomach looking like mine after I SMELL bread Which word(s) correspond to the person in the sentence? Answer: Blake Lively,['person'],O_226.jpg
 Which word(s) correspond to the person in the sentence? ,"['David Cameron', 'Nigeria', 'c4news']",Prime minister David Cameron calls Nigeria curupt while his party is being investigated for election fraud # c4news,Prime minister David Cameron calls Nigeria curupt while his party is being investigated for election fraud # c4news Which word(s) correspond to the person in the sentence? Answer: David Cameron,"['person', 'location', 'organization']",O_235.jpg
 Which word(s) correspond to the person in the sentence? ,"['Justin Trudeau', 'Toronto']",Justin Trudeau wears Muslim - themed socks at the Pride parade in Toronto . Makes sense .,Justin Trudeau wears Muslim - themed socks at the Pride parade in Toronto . Makes sense . Which word(s) correspond to the person in the sentence? Answer: Justin Trudeau,"['person', 'location']",O_292.jpg
 Which word(s) correspond to the person in the sentence? ,"['Luca Toni', 'Verona', 'Serie A', 'Juventus']",Luca Toni scores with Panenka penalty as relegated Verona humble Serie A champions Juventus,Luca Toni scores with Panenka penalty as relegated Verona humble Serie A champions Juventus Which word(s) correspond to the person in the sentence? Answer: Luca Toni,"['person', 'organization', 'organization', 'organization']",16_05_08_56.jpg
 Which word(s) correspond to the person in the sentence? ,['Donald Trump'],When Donald Trump becomes president and you get drafted for the war he starts,When Donald Trump becomes president and you get drafted for the war he starts Which word(s) correspond to the person in the sentence? Answer: Donald Trump,['person'],O_3433.jpg
 Which word(s) correspond to the organization in the sentence? ,"['BusheyandOxhey', 'TheWatfordUTC']",Always fun learning football with friends ! ! @ BusheyandOxhey @ TheWatfordUTC,Always fun learning football with friends ! ! @ BusheyandOxhey @ TheWatfordUTC Which word(s) correspond to the organization in the sentence? Answer: BusheyandOxhey,"['organization', 'organization']",16_05_09_588.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['One Piece Burning Blood', 'Steam']",( PCDD ) One Piece Burning Blood $ 16.99 via Steam .,( PCDD ) One Piece Burning Blood $ 16.99 via Steam . Which word(s) correspond to the misceallonous in the sentence? Answer: One Piece Burning Blood,"['misceallonous', 'organization']",O_4020.jpg
 Which word(s) correspond to the person in the sentence? ,"['OnAirRomeo', 'LittleMix', 'Hair ft Sean Paul']","Hey @ OnAirRomeo , could you please add @ LittleMix ' s new single "" Hair ft Sean Paul "" on @ Channel961 ’ s Top 9 @ 9","Hey @ OnAirRomeo , could you please add @ LittleMix ' s new single "" Hair ft Sean Paul "" on @ Channel961 ’ s Top 9 @ 9 Which word(s) correspond to the person in the sentence? Answer: OnAirRomeo","['person', 'person', 'misceallonous']",O_2082.jpg
 Which word(s) correspond to the person in the sentence? ,"['Ash Carter', 'Barack Obama']",President Ash Carter spent the day learning about advanced drone technology . Barack Obama got a new jersey .,President Ash Carter spent the day learning about advanced drone technology . Barack Obama got a new jersey . Which word(s) correspond to the person in the sentence? Answer: Ash Carter,"['person', 'person']",O_3436.jpg
 Which word(s) correspond to the person in the sentence? ,"['Demi Lovato', 'Taylor Swift']","Demi Lovato on Taylor Swift : "" Don ' t brand yourself a feminist if you don ' t do the work ""","Demi Lovato on Taylor Swift : "" Don ' t brand yourself a feminist if you don ' t do the work "" Which word(s) correspond to the person in the sentence? Answer: Demi Lovato","['person', 'person']",O_1305.jpg
 Which word(s) correspond to the person in the sentence? ,"['Kim Kardashian', 'Kanye West', 'Bahamas']",Kim Kardashian goes all out for Kanye West ' s 40 th birthday in the Bahamas,Kim Kardashian goes all out for Kanye West ' s 40 th birthday in the Bahamas Which word(s) correspond to the person in the sentence? Answer: Kim Kardashian,"['person', 'person', 'location']",O_4778.jpg
 Which word(s) correspond to the person in the sentence? ,"['Chris Brown', 'Karrueche']",Judge Issues Restraining Order On Chris Brown For 5 Years After Karrueche Presents …,Judge Issues Restraining Order On Chris Brown For 5 Years After Karrueche Presents … Which word(s) correspond to the person in the sentence? Answer: Chris Brown,"['person', 'person']",O_4046.jpg
 Which word(s) correspond to the person in the sentence? ,"['Paul_Panzer', 'Swiss Life Hall', 'Hanover']",🎤 @ Paul_Panzer concert tixs for Oct 28 at Swiss Life Hall in Hanover,🎤 @ Paul_Panzer concert tixs for Oct 28 at Swiss Life Hall in Hanover Which word(s) correspond to the person in the sentence? Answer: Paul_Panzer,"['person', 'location', 'location']",16_05_01_396.jpg
 Which word(s) correspond to the person in the sentence? ,"['Lady Gaga', 'MET Gala']",Close up pictures of Lady Gaga on the red carpet at The MET Gala 2016 .,Close up pictures of Lady Gaga on the red carpet at The MET Gala 2016 . Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,"['person', 'misceallonous']",O_207.jpg
 Which word(s) correspond to the person in the sentence? ,['Rush'],"Candid , blurry photo of me at a Rush concert 😂 😄","Candid , blurry photo of me at a Rush concert 😂 😄 Which word(s) correspond to the person in the sentence? Answer: Rush",['person'],16_05_01_29.jpg
 Which word(s) correspond to the location in the sentence? ,['Scottish'],Getting beers with my old lad . And watching a football game at Scottish pub .,Getting beers with my old lad . And watching a football game at Scottish pub . Which word(s) correspond to the location in the sentence? Answer: Scottish,['location'],16_05_01_308.jpg
 Which word(s) correspond to the person in the sentence? ,"['Taylor', 'Jesus']",Taylor momsen as a statue of Jesus Lol,Taylor momsen as a statue of Jesus Lol Which word(s) correspond to the person in the sentence? Answer: Taylor,"['person', 'person']",O_1226.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],The spring choir concert is underway . The freshman boys choir showing off their new moves and strong voices !,The spring choir concert is underway . The freshman boys choir showing off their new moves and strong voices ! Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_03_89.jpg
 Which word(s) correspond to the organization in the sentence? ,['Kentucky'],Kentucky Men ’ s Basketball announces exhibition schedule,Kentucky Men ’ s Basketball announces exhibition schedule Which word(s) correspond to the organization in the sentence? Answer: Kentucky,['organization'],16_05_11_587.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],"Great job by these kiddos at this afternoon ' s girls Var Soccer game , the last live event of the school year !","Great job by these kiddos at this afternoon ' s girls Var Soccer game , the last live event of the school year ! Which word(s) correspond to the none in the sentence? Answer: none",['none'],16_05_12_116.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['Donald Trump Your President', 'Rick Poppe']","Check out "" Donald Trump Your President "" by Rick Poppe -","Check out "" Donald Trump Your President "" by Rick Poppe - Which word(s) correspond to the misceallonous in the sentence? Answer: Donald Trump Your President","['misceallonous', 'person']",O_193.jpg
 Which word(s) correspond to the organization in the sentence? ,"['NCAA', 'New England', 'TuftsBaseball', 'OswegoAthletics']",Gearing up for the final game of Day 2 at the NCAA New England Regional between @ TuftsBaseball and @ OswegoAthletics,Gearing up for the final game of Day 2 at the NCAA New England Regional between @ TuftsBaseball and @ OswegoAthletics Which word(s) correspond to the organization in the sentence? Answer: NCAA,"['organization', 'location', 'organization', 'organization']",16_05_19_42.jpg
 Which word(s) correspond to the person in the sentence? ,"['Messi', 'earth', 'messi']",Messi is 30 . . . . d greatest footballer on earth . . . . happy birth day . . . . d legendary messi,Messi is 30 . . . . d greatest footballer on earth . . . . happy birth day . . . . d legendary messi Which word(s) correspond to the person in the sentence? Answer: Messi,"['person', 'location', 'person']",17_06_3673.jpg
 Which word(s) correspond to the person in the sentence? ,"['Higuain', 'Serie A']",Higuain makes Serie A history by breaking 66 - year - old goalscoring record,Higuain makes Serie A history by breaking 66 - year - old goalscoring record Which word(s) correspond to the person in the sentence? Answer: Higuain,"['person', 'organization']",16_05_14_1172.jpg
 Which word(s) correspond to the person in the sentence? ,"['John Lennon', 'Paul McCartney', 'Beatles', 'Hong Kong']","John Lennon ​ and Paul McCartney ​ of The Beatles ​ with two fangirls in Hong Kong , 1964","John Lennon ​ and Paul McCartney ​ of The Beatles ​ with two fangirls in Hong Kong , 1964 Which word(s) correspond to the person in the sentence? Answer: John Lennon","['person', 'person', 'person', 'location']",O_4283.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Lazio', 'Filip Djordjevic', 'Middlesbrough', 'Football - Italia']",Lazio striker Filip Djordjevic is reportedly wanted by Middlesbrough ( Football - Italia ),Lazio striker Filip Djordjevic is reportedly wanted by Middlesbrough ( Football - Italia ) Which word(s) correspond to the organization in the sentence? Answer: Lazio,"['organization', 'person', 'organization', 'organization']",16_05_19_399.jpg
 Which word(s) correspond to the person in the sentence? ,"['Kim Kardashian', 'Frank Ocean']","Kim Kardashian got divorced , married again and had two kids since Frank Ocean put out an album","Kim Kardashian got divorced , married again and had two kids since Frank Ocean put out an album Which word(s) correspond to the person in the sentence? Answer: Kim Kardashian","['person', 'person']",O_352.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['NCT 127', 'Taeyong', 'Times Square']",NCT 127 ' s Taeyong thanks fans for the birthday billboard in Times Square,NCT 127 ' s Taeyong thanks fans for the birthday billboard in Times Square Which word(s) correspond to the misceallonous in the sentence? Answer: NCT 127,"['misceallonous', 'person', 'person']",O_2682.jpg
 Which word(s) correspond to the person in the sentence? ,['Paris Hilton'],Old paparazzi photo of Paris Hilton pantyless 😎,Old paparazzi photo of Paris Hilton pantyless 😎 Which word(s) correspond to the person in the sentence? Answer: Paris Hilton,['person'],O_2432.jpg
 Which word(s) correspond to the person in the sentence? ,"['DONALD TRUMP', 'Bush', 'Republican']",IT ’ S OFFICIAL : DONALD TRUMP Breaks Bush Record With Most Votes Ever for Republican Primary …,IT ’ S OFFICIAL : DONALD TRUMP Breaks Bush Record With Most Votes Ever for Republican Primary … Which word(s) correspond to the person in the sentence? Answer: DONALD TRUMP,"['person', 'person', 'organization']",O_2110.jpg
 Which word(s) correspond to the person in the sentence? ,['Donald Trump'],Racism is real . Donald Trump helps show it .,Racism is real . Donald Trump helps show it . Which word(s) correspond to the person in the sentence? Answer: Donald Trump,['person'],O_2353.jpg
 Which word(s) correspond to the organization in the sentence? ,['Soccer Sensations'],Great effort this morning from our U7 ' s Academy team at Soccer Sensations . A lot of learning and fun ! # UTR ⚽ ️ 💙,Great effort this morning from our U7 ' s Academy team at Soccer Sensations . A lot of learning and fun ! # UTR ⚽ ️ 💙 Which word(s) correspond to the organization in the sentence? Answer: Soccer Sensations,['organization'],17_01_1446.jpg
 Which word(s) correspond to the person in the sentence? ,"['Hamilton', 'New York City', 'Richard Rodgers Theatre']",Cheap Hamilton Tickets in New York City at the Richard Rodgers Theatre : Ticket Down Slashes …,Cheap Hamilton Tickets in New York City at the Richard Rodgers Theatre : Ticket Down Slashes … Which word(s) correspond to the person in the sentence? Answer: Hamilton,"['person', 'location', 'location']",O_4272.jpg
 Which word(s) correspond to the person in the sentence? ,"['Jim Carrey', 'The Mask']","Photos of Jim Carrey in the makeup chair for “ The Mask ” , 1994 .","Photos of Jim Carrey in the makeup chair for “ The Mask ” , 1994 . Which word(s) correspond to the person in the sentence? Answer: Jim Carrey","['person', 'misceallonous']",O_3859.jpg
 Which word(s) correspond to the person in the sentence? ,['u2'],Sitting ' next to a wicked hot chick at an awesome # u2 concert !,Sitting ' next to a wicked hot chick at an awesome # u2 concert ! Which word(s) correspond to the person in the sentence? Answer: u2,['person'],17_06_93.jpg
 Which word(s) correspond to the person in the sentence? ,"['Kim Kardashian', 'Kanye West', 'MetGala']",All eyes on Kim Kardashian and Kanye West at the # MetGala,All eyes on Kim Kardashian and Kanye West at the # MetGala Which word(s) correspond to the person in the sentence? Answer: Kim Kardashian,"['person', 'person', 'misceallonous']",O_10.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['bluedotfestival'],Tickets available for the @ bluedotfestival taking place 7 - 9 July :,Tickets available for the @ bluedotfestival taking place 7 - 9 July : Which word(s) correspond to the misceallonous in the sentence? Answer: bluedotfestival,['misceallonous'],17_06_14481.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Antique Wood Measure Daniel Craigin NH 15 x 8 primitive,Antique Wood Measure Daniel Craigin NH 15 x 8 primitive Which word(s) correspond to the none in the sentence? Answer: none,['none'],O_2694.jpg
 Which word(s) correspond to the person in the sentence? ,['FGL'],Awesome concert this past weekend with FGL ! ! ! # SmoothTour # Entry,Awesome concert this past weekend with FGL ! ! ! # SmoothTour # Entry Which word(s) correspond to the person in the sentence? Answer: FGL,['person'],17_06_10897.jpg
 Which word(s) correspond to the location in the sentence? ,"['N . C', 'Atlanta', 'NBA', 'nba']","N . C . governor takes aim at Atlanta ’ s attempt to steal 2017 NBA # nba # sports , # training","N . C . governor takes aim at Atlanta ’ s attempt to steal 2017 NBA # nba # sports , # training Which word(s) correspond to the location in the sentence? Answer: N . C","['location', 'organization', 'organization', 'organization']",16_05_02_153.jpg
 Which word(s) correspond to the person in the sentence? ,['jonbellion'],Throwback to front row at @ jonbellion 🔥 🔥 🔥 🔥 best concert ive ever been to,Throwback to front row at @ jonbellion 🔥 🔥 🔥 🔥 best concert ive ever been to Which word(s) correspond to the person in the sentence? Answer: jonbellion,['person'],16_05_28_1012.jpg
 Which word(s) correspond to the person in the sentence? ,['Shawns'],This was the day of Shawns concert omg I legit wasn ' t letting my phone die for no oneeee,This was the day of Shawns concert omg I legit wasn ' t letting my phone die for no oneeee Which word(s) correspond to the person in the sentence? Answer: Shawns,['person'],16_05_27_324.jpg
 Which word(s) correspond to the person in the sentence? ,"['LADY GAGA', 'DONATELLA VERSACE', 'METGALA']",LADY GAGA AND DONATELLA VERSACE HAVE ARRIVED AT THE 2016 # METGALA ! 👸 🏼 👸 🏼 🔥,LADY GAGA AND DONATELLA VERSACE HAVE ARRIVED AT THE 2016 # METGALA ! 👸 🏼 👸 🏼 🔥 Which word(s) correspond to the person in the sentence? Answer: LADY GAGA,"['person', 'person', 'misceallonous']",O_1957.jpg
 Which word(s) correspond to the person in the sentence? ,"['Jon Voight', 'Donald Trump']",Actor Jon Voight has endorsed Donald Trump for President ! # Trump2016 # TrumpTrain # TeamTrump,Actor Jon Voight has endorsed Donald Trump for President ! # Trump2016 # TrumpTrain # TeamTrump Which word(s) correspond to the person in the sentence? Answer: Jon Voight,"['person', 'person']",O_1962.jpg
 Which word(s) correspond to the organization in the sentence? ,['Cavs'],Game 5 kicks for the 👑 ( via @ Cavs ) # NBAFinals,Game 5 kicks for the 👑 ( via @ Cavs ) # NBAFinals Which word(s) correspond to the organization in the sentence? Answer: Cavs,['organization'],17_06_4227.jpg
 Which word(s) correspond to the location in the sentence? ,['St Georges Hall'],St Georges Hall small concert room,St Georges Hall small concert room Which word(s) correspond to the location in the sentence? Answer: St Georges Hall,['location'],16_05_13_324.jpg
 Which word(s) correspond to the location in the sentence? ,['Newport County'],Newport County allow 13 to leave Parade,Newport County allow 13 to leave Parade Which word(s) correspond to the location in the sentence? Answer: Newport County,['location'],16_05_10_388.jpg
 Which word(s) correspond to the person in the sentence? ,['Joe Biden'],Me when I found out Joe Biden decided to become a lifeguard,Me when I found out Joe Biden decided to become a lifeguard Which word(s) correspond to the person in the sentence? Answer: Joe Biden,['person'],O_4262.jpg
 Which word(s) correspond to the person in the sentence? ,"['Kim Kardashian', 'Caitlyn Jenner']",WATCH : Kim Kardashian wants to ' work out ' her family ' s feud with Caitlyn Jenner,WATCH : Kim Kardashian wants to ' work out ' her family ' s feud with Caitlyn Jenner Which word(s) correspond to the person in the sentence? Answer: Kim Kardashian,"['person', 'person']",O_2634.jpg
 Which word(s) correspond to the organization in the sentence? ,"['P - W', 'Fulton']","P - W boys basketball remains unbeaten , tops Fulton","P - W boys basketball remains unbeaten , tops Fulton Which word(s) correspond to the organization in the sentence? Answer: P - W","['organization', 'organization']",17_01_7880.jpg
 Which word(s) correspond to the person in the sentence? ,"['Russell Westbrook', 'Steph Curry']",Russell Westbrook on guarding Steph Curry : ' He ' s not nothing I haven ' t seen ',Russell Westbrook on guarding Steph Curry : ' He ' s not nothing I haven ' t seen ' Which word(s) correspond to the person in the sentence? Answer: Russell Westbrook,"['person', 'person']",O_444.jpg
 Which word(s) correspond to the person in the sentence? ,"['Leonard Cohen', 'Kevin Ledo', 'Montréal', 'Mural International Public Art Festival']","Love this 9 - story Leonard Cohen mural by Kevin Ledo in Montréal , for Mural International Public Art Festival","Love this 9 - story Leonard Cohen mural by Kevin Ledo in Montréal , for Mural International Public Art Festival Which word(s) correspond to the person in the sentence? Answer: Leonard Cohen","['person', 'person', 'location', 'misceallonous']",17_06_642.jpg
 Which word(s) correspond to the person in the sentence? ,"['Ed Sheeran', 'Carpool Karaoke']",Ed Sheeran ' s Carpool Karaoke is coming next week 🎉,Ed Sheeran ' s Carpool Karaoke is coming next week 🎉 Which word(s) correspond to the person in the sentence? Answer: Ed Sheeran,"['person', 'misceallonous']",O_1723.jpg
 Which word(s) correspond to the person in the sentence? ,"['Gianluigi Buffon', 'Premier League']",Gianluigi Buffon reveals three Premier League clubs that wanted him,Gianluigi Buffon reveals three Premier League clubs that wanted him Which word(s) correspond to the person in the sentence? Answer: Gianluigi Buffon,"['person', 'organization']",17_06_14580.jpg
 Which word(s) correspond to the person in the sentence? ,"['hurricanenita', 'RealAliceCooper', 'NorthernQuest', 'AliceCooper']",. @ hurricanenita casts a spell over the crowd at last night ' s @ RealAliceCooper concert @ NorthernQuest . # AliceCooper,. @ hurricanenita casts a spell over the crowd at last night ' s @ RealAliceCooper concert @ NorthernQuest . # AliceCooper Which word(s) correspond to the person in the sentence? Answer: hurricanenita,"['person', 'person', 'location', 'person']",17_06_15664.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Quebec', 'footballquebec', 'LaurentDTardif', 'NicolasBoulay']",To all of our Quebec followers an supports enjoy your day ! ! @ footballquebec @ LaurentDTardif @ NicolasBoulay,To all of our Quebec followers an supports enjoy your day ! ! @ footballquebec @ LaurentDTardif @ NicolasBoulay Which word(s) correspond to the organization in the sentence? Answer: Quebec,"['organization', 'organization', 'person', 'person']",17_06_2731.jpg
 Which word(s) correspond to the person in the sentence? ,"['Staci Conner', 'Jeff Conner']","Very excited to announce that Coach Staci Conner and her husband , basketball Coach Jeff Conner , are expecting ! ! 💗 👶 🏼 🍼","Very excited to announce that Coach Staci Conner and her husband , basketball Coach Jeff Conner , are expecting ! ! 💗 👶 🏼 🍼 Which word(s) correspond to the person in the sentence? Answer: Staci Conner","['person', 'person']",16_05_06_1048.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],# festival season is now here have you tried Coachstar for an unbeatable deal on # winnebagohire,# festival season is now here have you tried Coachstar for an unbeatable deal on # winnebagohire Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_30_572.jpg
 Which word(s) correspond to the location in the sentence? ,['Mexican'],A Mexican Soccer Player Escaped His Kidnapping Like An Action Hero . . .,A Mexican Soccer Player Escaped His Kidnapping Like An Action Hero . . . Which word(s) correspond to the location in the sentence? Answer: Mexican,['location'],16_05_31_68.jpg
 Which word(s) correspond to the person in the sentence? ,"['Johnathan Joseph', 'Texans', 'nfl']",Johnathan Joseph Injury : Updates on Texans CB ' s Recovery from Knee Surgery # nfl,Johnathan Joseph Injury : Updates on Texans CB ' s Recovery from Knee Surgery # nfl Which word(s) correspond to the person in the sentence? Answer: Johnathan Joseph,"['person', 'organization', 'organization']",16_05_11_947.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],"When you ' re at the 1 st of May parade , and you don ' t have any more russ cards to give out . . 😩","When you ' re at the 1 st of May parade , and you don ' t have any more russ cards to give out . . 😩 Which word(s) correspond to the none in the sentence? Answer: none",['none'],16_05_01_695.jpg
 Which word(s) correspond to the person in the sentence? ,['Bucky'],when Bucky wore that baseball cap tho ! ! ! 😩 😩 😩 👅 👅 👅 🔥 🔥 🔥 👌 🏼 👌 🏼 👌 🏼 😍 💅 🏼 ‼ ️ ❤ ️ 💯 😂 👍 🏼 💀 ✅,when Bucky wore that baseball cap tho ! ! ! 😩 😩 😩 👅 👅 👅 🔥 🔥 🔥 👌 🏼 👌 🏼 👌 🏼 😍 💅 🏼 ‼ ️ ❤ ️ 💯 😂 👍 🏼 💀 ✅ Which word(s) correspond to the person in the sentence? Answer: Bucky,['person'],16_05_07_639.jpg
 Which word(s) correspond to the person in the sentence? ,['J . Cole'],J . Cole on his Looking For Trouble verse,J . Cole on his Looking For Trouble verse Which word(s) correspond to the person in the sentence? Answer: J . Cole,['person'],O_2099.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['NBA Awards', 'Houston Rockets', ""Mike D ' Antoni""]",NBA Awards : Houston Rockets ' Mike D ' Antoni wins 2016 - 17 Coach of the Year,NBA Awards : Houston Rockets ' Mike D ' Antoni wins 2016 - 17 Coach of the Year Which word(s) correspond to the misceallonous in the sentence? Answer: NBA Awards,"['misceallonous', 'organization', 'person']",17_06_2470.jpg
 Which word(s) correspond to the person in the sentence? ,"['BakermatMusic', 'WhatTheFestival', 'WTFest17']",@ BakermatMusic played the best set @ WhatTheFestival welcome to my # yearofmusic # thanksfortheexperience # WTFest17,@ BakermatMusic played the best set @ WhatTheFestival welcome to my # yearofmusic # thanksfortheexperience # WTFest17 Which word(s) correspond to the person in the sentence? Answer: BakermatMusic,"['person', 'misceallonous', 'misceallonous']",17_06_15644.jpg
 Which word(s) correspond to the location in the sentence? ,"['Nigeria', 'Ahmed Musa', 'Premier League']",Nigeria ' s Ahmed Musa could be on his way to the Premier League,Nigeria ' s Ahmed Musa could be on his way to the Premier League Which word(s) correspond to the location in the sentence? Answer: Nigeria,"['location', 'person', 'organization']",16_05_01_737.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Pics of the last game . A rough loss . # catsaau # basketball,Pics of the last game . A rough loss . # catsaau # basketball Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_08_82.jpg
 Which word(s) correspond to the location in the sentence? ,"['Norton', 'Sousa Concert']",Norton all city Sousa Concert today at 2 pm ! ! # sousa # icecreamafter # nortonbands,Norton all city Sousa Concert today at 2 pm ! ! # sousa # icecreamafter # nortonbands Which word(s) correspond to the location in the sentence? Answer: Norton,"['location', 'location']",16_05_01_739.jpg
 Which word(s) correspond to the person in the sentence? ,['Donald Trump'],"Donald Trump in 2007 : "" I ' m excited "" for the housing market crash .","Donald Trump in 2007 : "" I ' m excited "" for the housing market crash . Which word(s) correspond to the person in the sentence? Answer: Donald Trump",['person'],O_4772.jpg
 Which word(s) correspond to the person in the sentence? ,['Donald Trump'],"Like him or not , Donald Trump isn ' t the monster some people believe he is . Merica .","Like him or not , Donald Trump isn ' t the monster some people believe he is . Merica . Which word(s) correspond to the person in the sentence? Answer: Donald Trump",['person'],O_539.jpg
 Which word(s) correspond to the person in the sentence? ,['jennifer lawrence'],jennifer lawrence ' s 5 latest official appearances have all been in black,jennifer lawrence ' s 5 latest official appearances have all been in black Which word(s) correspond to the person in the sentence? Answer: jennifer lawrence,['person'],O_2686.jpg
 Which word(s) correspond to the person in the sentence? ,['Harry Potter'],Harry Potter made me think glasses were cool 👓,Harry Potter made me think glasses were cool 👓 Which word(s) correspond to the person in the sentence? Answer: Harry Potter,['person'],O_4452.jpg
 Which word(s) correspond to the person in the sentence? ,"['Tom Hanks', 'A League Of Their Own']",There ' s no crying in baseball ! — Tom Hanks in A League Of Their Own . Order now at outona …,There ' s no crying in baseball ! — Tom Hanks in A League Of Their Own . Order now at outona … Which word(s) correspond to the person in the sentence? Answer: Tom Hanks,"['person', 'misceallonous']",16_05_23_631.jpg
 Which word(s) correspond to the location in the sentence? ,['Ghanaian'],Young Ghanaian footballers aged 16 - 22 to go international,Young Ghanaian footballers aged 16 - 22 to go international Which word(s) correspond to the location in the sentence? Answer: Ghanaian,['location'],16_05_13_371.jpg
 Which word(s) correspond to the person in the sentence? ,['Robert Pattinson'],New - Old Cute Pictures of Robert Pattinson from 2012,New - Old Cute Pictures of Robert Pattinson from 2012 Which word(s) correspond to the person in the sentence? Answer: Robert Pattinson,['person'],O_303.jpg
 Which word(s) correspond to the person in the sentence? ,"['ally', 'justin timberlake', 'vmas']",remember when ally watched justin timberlake at the vmas,remember when ally watched justin timberlake at the vmas Which word(s) correspond to the person in the sentence? Answer: ally,"['person', 'person', 'misceallonous']",O_4292.jpg
 Which word(s) correspond to the location in the sentence? ,"['John Fulmer Field', 'GCFootball']","Controlled football scrimmage at John Fulmer Field coming up at 4 : 15, free admission . # GCFootball","Controlled football scrimmage at John Fulmer Field coming up at 4 : 15, free admission . # GCFootball Which word(s) correspond to the location in the sentence? Answer: John Fulmer Field","['location', 'organization']",16_05_12_282.jpg
 Which word(s) correspond to the organization in the sentence? ,"['MLB', 'Jesse Hahn', 'A ’ s', 'Astros']",# MLB Jesse Hahn makes strong return in A ’ s 2 - 0 win over # Astros,# MLB Jesse Hahn makes strong return in A ’ s 2 - 0 win over # Astros Which word(s) correspond to the organization in the sentence? Answer: MLB,"['organization', 'person', 'organization', 'organization']",16_05_14_509.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Google', 'Donald Trump', 'Mondale', 'KevinNR', 'derekahunter']",Google top suggestion for Donald Trump is ' Mondale ' @ KevinNR @ derekahunter,Google top suggestion for Donald Trump is ' Mondale ' @ KevinNR @ derekahunter Which word(s) correspond to the organization in the sentence? Answer: Google,"['organization', 'person', 'person', 'person', 'person']",O_4151.jpg
